job_id,starting_salary,tenure_months,churned_within_1yr
37566,72215.9,16,False
37567,99945.42,15,False
37571,94863.18,23,False
37574,61201.77,8,True
37577,72964.22,23,False
37578,109910.79,13,False
37579,87229.26,23,False
37580,75654.27,0,True
37587,91343.99,21,False
37589,98598.47,3,True
37594,98731.94,0,True
37596,105503.69,12,False
37597,87046.04,5,True
37603,82082.63,22,False
37605,79988.0,19,False
37614,77239.72,21,False
37616,94437.14,1,True
37620,94809.0,0,True
37627,76603.89,3,True
37628,78564.6,20,False
37630,89218.77,21,False
37631,89495.69,21,False
37633,60407.83,18,False
37645,81228.08,5,True
37648,109169.88,9,True
37649,82889.75,11,True
37661,78637.73,6,True
37666,103762.36,14,False
37672,103280.87,14,False
37677,77533.43,2,True
37686,86250.65,11,True
37688,88676.71,4,True
37690,71904.21,0,True
37693,84922.16,0,True
37699,99727.39,10,True
37702,76723.73,18,False
37704,96104.1,5,True
37709,105322.89,4,True
37711,99244.7,6,True
37713,59589.82,3,True
37716,83979.16,12,False
37717,87550.97,5,True
37723,96243.02,6,True
37728,89748.61,14,False
37731,90959.79,15,False
37732,103820.63,10,True
37743,104306.24,18,False
37745,103656.71,6,True
37751,100375.03,10,True
37753,71046.23,23,False
37764,69094.4,10,True
37768,69379.25,18,False
37774,77611.77,13,False
37775,100871.26,0,True
37776,72160.96,5,True
37782,78001.88,20,False
37794,89015.31,17,False
37797,103354.35,0,True
37800,114860.12,4,True
37802,88802.27,3,True
37804,67708.82,19,False
37810,97819.98,22,False
37811,77123.55,24,False
37813,85599.82,8,True
37815,80138.27,11,True
37818,87075.86,21,False
37821,77493.18,10,True
37828,84583.37,6,True
37830,98755.94,7,True
37832,97676.99,19,False
37835,74095.63,11,True
37842,105752.8,16,False
37846,75958.95,22,False
37859,111247.51,19,False
37861,69920.9,16,False
37867,101042.06,23,False
37869,67336.26,19,False
37879,65670.34,5,True
37882,92222.28,11,True
37886,68145.82,21,False
37894,81800.67,19,False
37896,65918.76,7,True
37898,85258.1,6,True
37900,63591.34,5,True
37902,98577.69,5,True
37903,77076.82,12,False
37907,73790.32,4,True
37909,102946.0,1,True
37915,54591.92,16,False
37916,101941.74,21,False
37919,78404.18,18,False
37920,69486.38,12,False
37921,92903.38,21,False
37925,82238.72,8,True
37929,107177.46,5,True
37932,83164.42,19,False
37934,79739.37,9,True
37935,44459.71,3,True
37936,74990.93,4,True
37943,100711.53,24,False
37944,63200.15,24,False
37957,93470.53,1,True
37959,52266.13,8,True
37960,101837.0,22,False
37961,86110.96,23,False
37968,93702.98,16,False
37973,70453.13,2,True
37974,76713.75,6,True
37975,84829.36,16,False
37977,70791.56,17,False
37979,64553.94,6,True
37987,77730.55,13,False
37989,86088.12,18,False
37993,69240.65,9,True
37995,71134.64,18,False
37999,88865.95,7,True
38002,76817.43,3,True
38003,83344.4,21,False
38006,95934.95,0,True
38008,79653.57,12,False
38010,90770.34,24,False
38011,88091.9,11,True
38021,86549.56,10,True
38023,76187.33,15,False
38025,93086.79,15,False
38027,88050.98,10,True
38028,65714.23,14,False
38032,61100.17,9,True
38036,102014.76,2,True
38037,68449.49,5,True
38039,77646.03,23,False
38041,71810.84,12,False
38042,76781.43,24,False
38053,80487.38,4,True
38056,86414.23,22,False
38060,86177.37,10,True
38080,52421.56,17,False
38081,69673.08,10,True
38082,60510.2,12,False
38085,88303.16,22,False
38089,86973.41,23,False
38091,93099.07,5,True
38094,82250.49,13,False
38095,118144.08,24,False
38097,91820.57,7,True
38098,68268.7,2,True
38100,86302.73,7,True
38105,76016.26,20,False
38112,87524.08,17,False
38115,98564.41,19,False
38119,82368.7,14,False
38122,89654.34,5,True
38129,78132.64,14,False
38130,68193.58,16,False
38132,97841.79,2,True
38133,77813.01,20,False
38134,51141.97,14,False
38136,59008.64,21,False
38138,78850.0,7,True
38142,84657.8,9,True
38145,69748.36,3,True
38146,98251.35,20,False
38147,44343.41,23,False
38149,85707.89,22,False
38156,75281.19,17,False
38162,81402.89,22,False
38167,70656.07,5,True
38173,75522.41,1,True
38175,108754.76,5,True
38178,76582.13,2,True
38179,96991.14,7,True
38191,68067.62,10,True
38204,74104.48,8,True
38208,80866.27,20,False
38210,48826.88,1,True
38220,87507.22,7,True
38223,96719.11,21,False
38227,58420.27,15,False
38232,53474.7,9,True
38233,100700.83,17,False
38235,64715.63,24,False
38236,79286.39,3,True
38240,104093.06,17,False
38251,89253.68,19,False
38252,91199.54,18,False
38258,71396.76,13,False
38263,114692.61,2,True
38265,103187.15,24,False
38268,104462.44,10,True
38277,93788.16,14,False
38279,76478.44,7,True
38286,102415.04,18,False
38291,100147.26,7,True
38294,108894.46,22,False
38302,94171.2,6,True
38306,100747.17,23,False
38307,80126.44,1,True
38311,91232.76,9,True
38312,76814.9,4,True
38313,114026.83,7,True
38315,97404.7,6,True
38317,90712.66,14,False
38324,98968.68,23,False
38326,82591.29,16,False
38331,85198.12,0,True
38332,90483.28,13,False
38338,75236.17,19,False
38339,106018.02,7,True
38346,80444.87,15,False
38347,104107.59,23,False
38353,95051.5,19,False
38354,87832.73,18,False
38355,77050.49,23,False
38356,65668.78,9,True
38363,46054.62,4,True
38364,57991.49,8,True
38365,75428.93,9,True
38372,80318.9,23,False
38376,67692.32,10,True
38380,86945.23,23,False
38405,67771.25,24,False
38411,78874.17,11,True
38415,66810.78,15,False
38420,110258.8,13,False
38424,65774.5,17,False
38431,91748.58,12,False
38436,76821.91,19,False
38441,83795.86,1,True
38448,107616.18,14,False
38449,82311.53,17,False
38460,78241.58,11,True
38463,71833.18,10,True
38467,79026.64,19,False
38468,90974.54,6,True
38469,96781.91,22,False
38471,82925.75,7,True
38478,88577.86,24,False
38479,76341.57,16,False
38480,59196.71,17,False
38481,89403.89,22,False
38483,80272.02,3,True
38489,65551.16,18,False
38496,79470.5,4,True
38505,101841.57,24,False
38509,45130.55,16,False
38512,73950.4,17,False
38515,63982.32,19,False
38522,60331.65,1,True
38523,91190.34,10,True
38533,94179.42,14,False
38535,74148.77,6,True
38539,81172.5,22,False
38542,87211.35,14,False
38543,114347.95,7,True
38546,100127.77,7,True
38547,82821.48,4,True
38548,66519.73,15,False
38551,95025.55,2,True
38553,75680.73,12,False
38555,66097.47,3,True
38557,75679.57,1,True
38564,95739.02,13,False
38566,109810.43,7,True
38568,87117.0,19,False
38570,89930.92,13,False
38573,54312.56,4,True
38586,86885.44,10,True
38596,94378.54,5,True
38601,84353.81,19,False
38604,92984.19,17,False
38605,100564.38,1,True
38611,79987.18,11,True
38616,76311.94,13,False
38619,74413.67,8,True
38624,78686.0,21,False
38632,74129.31,0,True
38636,83715.0,22,False
38639,101933.41,18,False
38641,90248.97,6,True
38649,93591.0,13,False
38660,73166.41,24,False
38664,88153.75,20,False
38665,113386.83,7,True
38668,87358.51,13,False
38670,76008.6,17,False
38671,51655.03,20,False
38675,88367.5,3,True
38689,80195.65,10,True
38701,89332.18,12,False
38716,87208.86,5,True
38717,81888.27,10,True
38722,97764.99,21,False
38724,75257.6,21,False
38725,97179.57,17,False
38727,84488.7,2,True
38729,87943.61,6,True
38738,100306.84,10,True
38741,89994.26,16,False
38742,89668.76,15,False
38745,104049.47,20,False
38748,73662.63,5,True
38750,97826.78,5,True
38753,92239.95,6,True
38754,91664.79,6,True
38758,74444.59,2,True
38763,74839.85,1,True
38765,92912.75,13,False
38770,67509.69,16,False
38773,73933.71,2,True
38777,108660.03,14,False
38779,110993.74,2,True
38782,86250.98,10,True
38783,84423.88,16,False
38786,90802.34,24,False
38788,89393.0,8,True
38789,73765.09,12,False
38798,89722.6,8,True
38807,77493.4,13,False
38809,85021.81,9,True
38815,112291.67,14,False
38826,82597.33,11,True
38827,67108.84,24,False
38828,99266.75,22,False
38831,103460.34,19,False
38836,87143.83,21,False
38838,70298.92,15,False
38846,86994.0,5,True
38847,93181.97,22,False
38851,114101.6,18,False
38855,84353.02,4,True
38858,56661.11,5,True
38869,102976.64,13,False
38870,88268.12,9,True
38872,77757.75,7,True
38877,55140.58,20,False
38881,68710.2,3,True
38884,52758.56,14,False
38894,108103.77,5,True
38895,100732.79,18,False
38898,93671.05,6,True
38900,57626.72,13,False
38901,75712.52,9,True
38904,69420.87,19,False
38905,70080.56,4,True
38917,79160.79,17,False
38920,113587.35,18,False
38921,101657.44,16,False
38923,96836.23,7,True
38924,82344.57,12,False
38930,85439.53,3,True
38931,83365.05,12,False
38936,89309.93,4,True
38937,115631.14,16,False
38938,58646.97,18,False
38943,105647.84,2,True
38944,70845.97,12,False
38945,88471.92,1,True
38951,110918.13,6,True
38957,94283.53,12,False
38961,70077.84,22,False
38963,73631.1,18,False
38967,75620.88,4,True
38970,67073.72,10,True
38971,87706.92,13,False
38976,65156.7,7,True
38978,57877.67,6,True
38979,106180.71,20,False
38982,64489.03,9,True
38984,83510.73,22,False
38990,80356.77,19,False
38994,85056.78,10,True
38998,86038.62,10,True
39004,88520.2,11,True
39006,95883.13,5,True
39008,92000.76,0,True
39009,106652.74,9,True
39015,69905.19,0,True
39018,101358.86,3,True
39032,94848.8,1,True
39033,51009.22,0,True
39041,65362.22,23,False
39044,75928.13,10,True
39045,84670.78,13,False
39052,93096.89,19,False
39053,50617.38,3,True
39054,114644.4,8,True
39056,93045.58,3,True
39057,81043.06,5,True
39064,58672.04,12,False
39065,84293.48,9,True
39069,66596.69,8,True
39076,99530.87,20,False
39080,91616.87,17,False
39081,105441.46,3,True
39085,103814.27,18,False
39096,65355.38,21,False
39101,74327.3,4,True
39102,85440.84,19,False
39105,93791.1,18,False
39111,74116.0,12,False
39116,105125.54,19,False
39121,89229.67,14,False
39127,84502.64,19,False
39129,110164.58,17,False
39132,91255.88,10,True
39133,105899.34,13,False
39140,95363.66,2,True
39142,85293.19,8,True
39143,99647.6,17,False
39144,88000.51,0,True
39145,87204.88,20,False
39146,78630.35,7,True
39150,79555.34,3,True
39152,95745.48,21,False
39155,84016.57,23,False
39156,110092.53,14,False
39158,91493.91,11,True
39166,66967.64,21,False
39173,69521.27,15,False
39180,90463.49,22,False
39191,86017.86,22,False
39194,64192.97,4,True
39195,86144.68,3,True
39197,98084.98,16,False
39205,63039.02,12,False
39211,67630.16,18,False
39212,89278.71,9,True
39213,88976.9,13,False
39215,85348.77,16,False
39216,85008.98,12,False
39217,90674.01,2,True
39225,55464.43,24,False
39226,89733.09,9,True
39229,91104.08,8,True
39230,105266.54,5,True
39237,83750.55,8,True
39240,82695.99,2,True
39241,70036.27,23,False
39244,75347.83,3,True
39249,54136.23,5,True
39252,82463.16,3,True
39260,80089.47,24,False
39264,93346.32,2,True
39266,80958.98,15,False
39267,98376.56,23,False
39276,89580.73,4,True
39285,81710.92,1,True
39295,74452.6,12,False
39296,92977.89,17,False
39298,79090.05,15,False
39306,110471.98,12,False
39313,88152.27,22,False
39317,68449.57,9,True
39321,81291.37,23,False
39322,116282.74,8,True
39324,71867.61,23,False
39325,76994.12,22,False
39328,89249.36,11,True
39329,83334.56,8,True
39338,112986.49,20,False
39339,81704.84,17,False
39341,112677.93,9,True
39346,73183.4,1,True
39347,106331.64,0,True
39348,99188.93,11,True
39349,66838.55,6,True
39351,75807.61,12,False
39352,71186.17,10,True
39353,99303.1,12,False
39358,69620.11,17,False
39360,73829.91,24,False
39361,98751.83,1,True
39362,75279.71,8,True
39363,72331.26,10,True
39374,96555.69,4,True
39378,86037.02,17,False
39384,86362.99,3,True
39388,99915.13,14,False
39390,66757.09,19,False
39395,68358.68,14,False
39399,72457.23,16,False
39402,89535.47,18,False
39404,84622.1,3,True
39405,84884.31,22,False
39407,50133.08,6,True
39408,97315.09,20,False
39410,66680.48,5,True
39415,94117.21,22,False
39416,87249.49,7,True
39419,80904.63,7,True
39420,78316.75,8,True
39425,102449.41,11,True
39426,87438.06,20,False
39430,86051.56,2,True
39436,84784.15,18,False
39439,76179.48,7,True
39441,57296.13,24,False
39442,118907.17,7,True
39446,77164.1,0,True
39451,78195.89,17,False
39457,75498.99,15,False
39458,92056.36,19,False
39463,46694.52,19,False
39482,94782.53,11,True
39484,85951.55,19,False
39488,106825.41,1,True
39489,83602.5,16,False
39493,116279.71,3,True
39494,66925.97,20,False
39499,71056.16,17,False
39503,93261.19,24,False
39507,69085.57,23,False
39508,60082.19,11,True
39511,68134.73,4,True
39516,81055.59,11,True
39525,78236.06,10,True
39526,91373.5,13,False
39535,82364.11,11,True
39536,99090.11,18,False
39538,77618.12,20,False
39541,100312.62,21,False
39545,59113.22,6,True
39553,57147.01,7,True
39570,100044.81,18,False
39571,76853.74,0,True
39574,68511.49,14,False
39576,90152.95,7,True
39582,105493.22,4,True
39587,83273.94,10,True
39591,101414.56,8,True
39598,65545.56,2,True
39611,96325.04,4,True
39613,86517.76,2,True
39615,59824.34,0,True
39624,95071.21,21,False
39631,97072.55,11,True
39634,85786.5,19,False
39636,89253.58,9,True
39637,85417.61,3,True
39640,76826.4,9,True
39643,64630.08,15,False
39648,92581.39,17,False
39651,75613.1,13,False
39657,63798.09,19,False
39664,93074.95,22,False
39666,81800.76,4,True
39675,55172.72,2,True
39676,89303.98,4,True
39677,85474.03,1,True
39682,100752.17,8,True
39683,72979.5,4,True
39684,83909.08,0,True
39688,76756.93,16,False
39693,96270.37,15,False
39694,78602.33,23,False
39697,39532.1,3,True
39705,84760.75,20,False
39707,64075.17,14,False
39715,89469.85,22,False
39719,80702.95,7,True
39725,111613.8,7,True
39743,91930.53,15,False
39744,109794.12,13,False
39745,96545.07,10,True
39751,80475.63,9,True
39755,73888.04,8,True
39760,74661.18,22,False
39763,104779.91,1,True
39767,81916.17,13,False
39769,74665.79,20,False
39779,66817.83,1,True
39781,71943.01,1,True
39782,80266.64,22,False
39793,78558.04,7,True
39795,86027.02,22,False
39801,82808.44,18,False
39808,82667.19,0,True
39809,83659.54,19,False
39810,71830.85,15,False
39812,94605.14,0,True
39815,77035.92,19,False
39818,44162.5,7,True
39821,96928.17,0,True
39823,80007.65,20,False
39828,81946.24,9,True
39830,81362.2,13,False
39833,93619.4,1,True
39839,74348.01,17,False
39840,83375.82,19,False
39849,102574.46,22,False
39856,83821.15,5,True
39872,91994.97,12,False
39877,77689.42,4,True
39880,84444.45,24,False
39884,96368.09,5,True
39888,75910.54,23,False
39893,101496.41,5,True
39897,105775.9,22,False
39901,105874.72,17,False
39906,90962.52,21,False
39909,77189.76,11,True
39914,91368.7,13,False
39918,79249.38,16,False
39919,92392.82,4,True
39923,93840.96,5,True
39924,108727.63,11,True
39928,74214.45,18,False
39933,74848.44,18,False
39934,89415.3,21,False
39935,93194.47,5,True
39936,72069.22,20,False
39940,106768.74,17,False
39942,67221.18,17,False
39944,99466.37,8,True
39959,110276.91,9,True
39964,54241.98,21,False
39969,98534.86,11,True
39971,86872.3,9,True
39973,97916.83,24,False
39975,83314.27,15,False
39979,69775.22,14,False
39992,76608.56,5,True
39993,87284.55,20,False
39994,63300.86,12,False
40004,71210.3,16,False
40005,85464.61,1,True
40006,103904.2,1,True
40009,71585.18,20,False
40011,104608.83,0,True
40020,71173.35,5,True
40030,105149.52,8,True
40033,95033.66,3,True
40034,91195.72,13,False
40041,77805.15,13,False
40042,101104.74,18,False
40049,87220.4,15,False
40050,79264.82,5,True
40051,79958.27,0,True
40054,82270.47,9,True
40055,58703.12,2,True
40060,110086.92,3,True
40068,96376.99,7,True
40069,55579.29,18,False
40070,100215.34,13,False
40071,87953.2,2,True
40075,101240.37,3,True
40079,85952.73,0,True
40083,76774.9,24,False
40084,98169.27,2,True
40085,82442.17,2,True
40089,74622.99,10,True
40093,76913.31,20,False
40096,79101.26,3,True
40100,92808.47,0,True
40103,103695.76,23,False
40107,59586.42,14,False
40112,81436.0,15,False
40126,88486.35,8,True
40131,106027.4,0,True
40133,93758.89,19,False
40135,115276.4,5,True
40136,98201.45,3,True
40140,71342.13,16,False
40144,51314.12,1,True
40147,90508.08,22,False
40148,108211.2,22,False
40150,66911.32,7,True
40155,83554.05,8,True
40165,97050.79,16,False
40175,97251.38,10,True
40178,53970.89,5,True
40185,75273.3,4,True
40191,106966.94,24,False
40192,83548.46,15,False
40199,92102.59,16,False
40200,73973.27,5,True
40203,87558.82,12,False
40204,80561.46,14,False
40207,79404.68,2,True
40211,86855.16,6,True
40215,81901.04,23,False
40219,79513.42,24,False
40220,92182.0,18,False
40222,93948.83,4,True
40227,58125.55,11,True
40230,81065.44,13,False
40233,87625.17,13,False
40236,78842.33,22,False
40237,76123.96,7,True
40238,63337.47,10,True
40243,29062.38,23,False
40245,105183.46,3,True
40248,104259.89,12,False
40249,91183.32,2,True
40258,75466.54,18,False
40259,87958.05,4,True
40264,75235.16,4,True
40267,77323.83,0,True
40278,91598.13,9,True
40281,87353.48,1,True
40284,96767.91,24,False
40293,74809.45,8,True
40295,82798.55,12,False
40299,75676.34,17,False
40301,54190.42,0,True
40317,84883.59,7,True
40318,72131.03,17,False
40319,80919.52,21,False
40332,78458.72,17,False
40338,44501.99,22,False
40339,83409.04,3,True
40353,89296.03,5,True
40357,76977.54,2,True
40361,89972.06,17,False
40369,85440.96,11,True
40372,98985.79,17,False
40373,85732.24,16,False
40376,49437.6,15,False
40382,109031.21,2,True
40383,78436.0,6,True
40387,80556.01,22,False
40389,82599.25,10,True
40392,104946.08,19,False
40408,85101.18,16,False
40412,106292.18,1,True
40414,69505.27,21,False
40415,64174.62,4,True
40423,92202.05,22,False
40424,83332.9,19,False
40429,84102.57,17,False
40430,56377.61,17,False
40432,95844.51,22,False
40433,90358.02,0,True
40435,99551.92,14,False
40438,63747.44,20,False
40445,76832.79,9,True
40453,61689.27,23,False
40455,79286.42,8,True
40458,65517.88,24,False
40462,73439.93,8,True
40471,91133.91,8,True
40478,94010.41,19,False
40480,86652.32,22,False
40490,81809.59,7,True
40497,90326.89,22,False
40503,104666.04,2,True
40507,97231.53,10,True
40510,81871.03,21,False
40512,88841.66,0,True
40513,65718.4,4,True
40515,64591.14,24,False
40517,85367.45,19,False
40523,70381.35,11,True
40525,88390.38,21,False
40527,89200.0,6,True
40532,69676.29,8,True
40536,78208.31,0,True
40554,89899.15,24,False
40555,62959.03,22,False
40557,72119.43,6,True
40562,107165.8,3,True
40574,75709.85,22,False
40586,108320.43,9,True
40594,85683.11,12,False
40605,96830.74,19,False
40606,96388.26,7,True
40610,97714.9,19,False
40613,79679.85,16,False
40618,95944.87,15,False
40619,70367.9,13,False
40621,92896.2,13,False
40622,99636.87,1,True
40626,56186.64,9,True
40629,79436.62,3,True
40636,120851.16,7,True
40641,69643.93,4,True
40643,104696.26,24,False
40660,84036.98,0,True
40670,69930.64,9,True
40675,100520.55,4,True
40679,86739.54,0,True
40682,92198.83,11,True
40683,94029.11,10,True
40687,100423.53,6,True
40697,93468.94,12,False
40698,87885.29,4,True
40700,80886.53,13,False
40704,59020.53,21,False
40707,116555.55,2,True
40710,78990.31,20,False
40741,64654.31,2,True
40742,75496.14,24,False
40753,80645.71,11,True
40758,93633.99,10,True
40759,98167.99,21,False
40761,59341.34,15,False
40766,98133.46,6,True
40770,69446.36,17,False
40774,87560.58,9,True
40775,82164.13,23,False
40776,129957.97,18,False
40778,56670.71,10,True
40784,64274.03,1,True
40787,75467.83,22,False
40791,66447.09,15,False
40793,80595.93,7,True
40794,99639.59,9,True
40801,95805.72,0,True
40803,90124.98,12,False
40805,58455.19,10,True
40808,86159.24,8,True
40811,101017.39,13,False
40820,89246.51,6,True
40828,86706.34,10,True
40830,87279.62,0,True
40833,73166.0,3,True
40835,79637.64,22,False
40840,85896.09,14,False
40849,75367.68,3,True
40862,105062.1,12,False
40864,80900.19,0,True
40867,70341.87,11,True
40873,93210.9,16,False
40874,87919.66,9,True
40875,93002.19,6,True
40880,79144.97,22,False
40886,105940.41,10,True
40887,90062.83,5,True
40892,87401.11,7,True
40900,79130.99,23,False
40901,70968.34,17,False
40902,69392.69,11,True
40916,99821.81,21,False
40917,95173.34,13,False
40924,114272.9,7,True
40927,81974.1,17,False
40928,76031.12,1,True
40929,66822.2,11,True
40931,84746.84,5,True
40938,84861.37,14,False
40941,102813.99,4,True
40942,80328.8,18,False
40944,97493.51,18,False
40952,89090.11,9,True
40954,104326.85,8,True
40956,95041.74,13,False
40959,93118.99,4,True
40961,97079.3,1,True
40970,72972.79,8,True
40973,85531.74,21,False
40974,79058.32,7,True
40982,76516.71,0,True
40994,87230.3,8,True
40995,59001.37,2,True
40997,76545.02,4,True
40998,89558.96,5,True
41000,98484.76,18,False
41008,99343.06,12,False
41012,99255.65,2,True
41016,94298.76,9,True
41017,45960.22,4,True
41018,92131.79,0,True
41021,66277.46,24,False
41025,86895.97,8,True
41035,104551.29,8,True
41048,75523.13,19,False
41054,101822.23,7,True
41057,76718.57,8,True
41066,94245.37,23,False
41070,109666.08,23,False
41074,56655.26,20,False
41076,87327.33,4,True
41080,80274.05,17,False
41086,39727.02,18,False
41092,93551.75,8,True
41094,83393.59,11,True
41098,68643.07,9,True
41103,98371.93,14,False
41105,76398.6,18,False
41122,90668.32,22,False
41129,84312.84,21,False
41131,90887.49,11,True
41135,95584.09,21,False
41136,89643.87,22,False
41150,136862.16,15,False
41151,70469.84,0,True
41154,76517.97,18,False
41155,61078.94,22,False
41157,74405.59,4,True
41169,86744.72,9,True
41174,57683.71,21,False
41175,77311.99,21,False
41181,79238.64,2,True
41187,96469.03,10,True
41189,101893.41,13,False
41190,73059.29,17,False
41197,82063.29,6,True
41207,82004.38,7,True
41213,92287.04,22,False
41214,95568.84,0,True
41216,94856.49,14,False
41223,79897.43,4,True
41230,95132.83,1,True
41231,59922.12,22,False
41236,107103.51,5,True
41242,68091.59,12,False
41246,108808.52,5,True
41248,94755.94,9,True
41250,63215.29,17,False
41251,69296.93,20,False
41253,80722.16,3,True
41260,50193.33,19,False
41263,64721.23,11,True
41267,67388.97,21,False
41273,108555.88,8,True
41289,87931.9,10,True
41292,96264.62,18,False
41293,79959.84,9,True
41296,88558.19,8,True
41300,81470.35,10,True
41301,77893.06,6,True
41307,64591.23,1,True
41312,103959.65,5,True
41316,87593.17,24,False
41317,62524.05,4,True
41325,85740.8,19,False
41329,85559.48,22,False
41331,76328.47,24,False
41335,65039.47,2,True
41337,67028.33,20,False
41338,79755.82,22,False
41340,88684.1,5,True
41347,76906.07,22,False
41353,79491.48,12,False
41364,81149.75,12,False
41371,93043.05,11,True
41378,95316.5,10,True
41380,96332.94,14,False
41385,91457.94,21,False
41387,99920.4,11,True
41388,78793.33,18,False
41389,93969.81,9,True
41394,80089.75,12,False
41395,108429.11,7,True
41399,96217.14,20,False
41401,90960.17,21,False
41402,93276.67,16,False
41403,101705.47,17,False
41408,65518.51,1,True
41413,83947.43,11,True
41416,96684.43,5,True
41419,73928.78,5,True
41421,99487.81,11,True
41426,115937.24,24,False
41431,80806.23,16,False
41432,102666.14,4,True
41434,86464.0,18,False
41437,100653.96,17,False
41442,86266.22,24,False
41445,101154.45,0,True
41447,101817.89,23,False
41448,83724.34,22,False
41449,52706.63,16,False
41458,78703.92,13,False
41465,79868.22,11,True
41468,61932.46,18,False
41481,89077.63,4,True
41484,82980.37,2,True
41486,77703.24,1,True
41487,66481.22,21,False
41492,95302.87,16,False
41499,65938.54,17,False
41506,68608.17,15,False
41507,89097.5,3,True
41513,87741.49,23,False
41514,87268.12,5,True
41518,96964.92,22,False
41525,109345.92,24,False
41527,88406.87,12,False
41532,117174.38,10,True
41536,91726.17,9,True
41538,91567.24,0,True
41541,95436.52,15,False
41544,70971.82,9,True
41552,86488.19,5,True
41555,94057.55,7,True
41556,85008.71,2,True
41560,95213.29,7,True
41568,88669.23,13,False
41569,85771.62,4,True
41571,83155.26,12,False
41572,83258.06,6,True
41594,81785.97,4,True
41602,92372.83,10,True
41603,95440.87,10,True
41609,45328.14,10,True
41619,73909.84,6,True
41620,71776.19,0,True
41623,115353.89,3,True
41624,68134.84,17,False
41627,83429.94,19,False
41628,89727.12,14,False
41636,93039.54,8,True
41652,68006.94,21,False
41657,62377.46,21,False
41661,76230.07,19,False
41664,92933.38,2,True
41676,66349.84,3,True
41679,104153.16,24,False
41685,91526.72,4,True
41696,96718.76,23,False
41707,67400.7,3,True
41713,95598.18,18,False
41717,84667.11,23,False
41723,85038.27,12,False
41727,94889.42,11,True
41732,84995.3,11,True
41733,48900.97,6,True
41740,78220.82,13,False
41744,89465.32,11,True
41749,68466.33,2,True
41753,89363.07,14,False
41754,66981.81,18,False
41756,86104.58,23,False
41757,85955.35,2,True
41758,92933.12,23,False
41759,78243.03,23,False
41761,73714.86,7,True
41764,62791.1,12,False
41766,80518.5,14,False
41776,92161.94,14,False
41778,66993.15,1,True
41783,86112.28,7,True
41798,116123.88,21,False
41801,87362.04,15,False
41802,86923.22,0,True
41806,75807.14,12,False
41813,79372.51,1,True
41814,94891.74,12,False
41817,89071.63,20,False
41819,86594.71,8,True
41833,81693.46,1,True
41840,93361.13,15,False
41852,91035.05,4,True
41855,63849.29,21,False
41856,58003.18,1,True
41863,99681.8,17,False
41871,82400.12,22,False
41877,91556.78,15,False
41879,94987.44,11,True
41897,90427.63,8,True
41898,89725.91,20,False
41900,65332.85,19,False
41906,69870.39,13,False
41907,104816.3,8,True
41910,74943.42,13,False
41918,73804.86,11,True
41926,74742.29,21,False
41929,54456.69,5,True
41931,72560.19,5,True
41934,108108.5,23,False
41938,68026.72,14,False
41944,90381.05,17,False
41946,85858.73,7,True
41952,92378.28,17,False
41958,74823.93,6,True
41962,63098.27,10,True
41971,76258.04,21,False
41972,71996.59,18,False
41978,88635.58,17,False
41980,93221.59,10,True
41996,90213.11,16,False
42004,80803.62,21,False
42007,80728.5,9,True
42008,130950.3,7,True
42010,61603.31,11,True
42012,99966.78,10,True
42015,72412.75,12,False
42027,112750.67,19,False
42029,81034.25,4,True
42031,76643.45,16,False
42035,93711.31,21,False
42039,70679.61,13,False
42040,74413.21,7,True
42046,94854.74,20,False
42050,84000.33,11,True
42051,82081.46,4,True
42057,115213.45,8,True
42060,73341.62,23,False
42064,76030.24,22,False
42080,86992.94,13,False
42082,68468.84,12,False
42083,82765.66,4,True
42086,101872.23,16,False
42090,81700.45,23,False
42091,100288.54,22,False
42099,88313.46,24,False
42100,81649.27,21,False
42101,67588.0,7,True
42104,75154.22,5,True
42115,73523.01,10,True
42116,74193.46,22,False
42120,89227.13,17,False
42122,94462.18,18,False
42124,80279.64,24,False
42132,52042.2,22,False
42135,86989.25,12,False
42139,111766.76,8,True
42140,64347.07,21,False
42146,77229.87,18,False
42153,103816.13,18,False
42156,62281.81,3,True
42162,91214.1,9,True
42163,75629.82,2,True
42169,70515.77,19,False
42181,96969.26,16,False
42183,107908.19,10,True
42185,75367.63,11,True
42187,68877.11,19,False
42191,56668.21,10,True
42192,85251.57,6,True
42193,82101.28,9,True
42195,60078.97,15,False
42202,95460.48,1,True
42204,102428.99,11,True
42205,103320.39,8,True
42208,72102.47,15,False
42209,75331.4,2,True
42214,88228.91,9,True
42217,91424.43,4,True
42222,81083.37,4,True
42223,60302.31,5,True
42230,90918.16,2,True
42234,76911.56,13,False
42238,81731.33,4,True
42242,67485.96,20,False
42243,112956.51,9,True
42244,80568.65,23,False
42251,75121.82,10,True
42256,85342.34,13,False
42259,79035.38,18,False
42260,102328.44,7,True
42265,79076.49,8,True
42267,108614.69,18,False
42269,77728.45,1,True
42270,78219.03,8,True
42272,88068.51,1,True
42278,80246.18,24,False
42281,97623.91,13,False
42282,85876.34,17,False
42293,67793.87,22,False
42294,100538.75,21,False
42297,98229.54,13,False
42303,69043.61,17,False
42304,87056.07,3,True
42315,83274.9,16,False
42323,98368.6,19,False
42332,90204.31,23,False
42333,69000.63,8,True
42334,90605.95,16,False
42344,108847.58,3,True
42347,89117.71,12,False
42348,79184.25,19,False
42352,108568.82,3,True
